# Constructed from biom file
#OTU ID	SRR12545290	SRR12545291	SRR12545292	SRR12545293	SRR12545294	SRR12545295	SRR12545296	SRR12545297	SRR12545298	SRR12545299	SRR12545300	SRR12545301	SRR12545302	SRR12545303	SRR12545304	SRR12545305	SRR12545306	SRR12545307	SRR12545308	SRR12545309	SRR12545310	SRR12545311	SRR12545312	SRR12545313	SRR12545314	SRR12545315	SRR12545316	SRR12545317	SRR12545318	SRR12545319	SRR12545320	SRR12545321	SRR12545322	SRR12545323	SRR12545324	SRR12545325	SRR12545326	SRR12545327	SRR12545328	SRR12545329	SRR12545330	SRR12545386	SRR12545387	SRR12545388	SRR12545389	SRR12545390	SRR12545391	SRR12545392	SRR12545393	SRR12545394	SRR12545395	SRR12545396	SRR12545397	SRR12545398	SRR12545399	SRR12545400	SRR12545401	SRR12545402	SRR12545403	SRR12545404	SRR12545405	SRR12545406	SRR12545407	SRR12545408	SRR12618555	SRR12618556	SRR12618557	SRR12618558	SRR12618559	SRR12618560	SRR12618561	SRR12618562	SRR12618563	SRR12618564	SRR12618565	SRR12618566	SRR12618567	SRR12618568	SRR12618569	SRR12618570
5b0827f1c967113a30ebc6a15d84e47f	0.0	0.0	1400.0	4056.0	6212.0	1516.0	4174.0	183.0	2456.0	2860.0	3145.0	184.0	3173.0	1836.0	1643.0	3741.0	3719.0	907.0	1832.0	1951.0	0.0	1585.0	1436.0	1246.0	1590.0	3868.0	2745.0	977.0	1356.0	2715.0	1697.0	5694.0	2038.0	0.0	0.0	2508.0	2646.0	1187.0	5434.0	759.0	2477.0	582.0	2089.0	205.0	303.0	705.0	1536.0	2604.0	1215.0	519.0	665.0	2778.0	101.0	364.0	427.0	101.0	862.0	234.0	101.0	701.0	387.0	464.0	4459.0	1638.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22b1c1a394948fa7d42608c9156dc5a3	0.0	0.0	1206.0	2998.0	5554.0	1294.0	3641.0	140.0	1729.0	2600.0	2989.0	140.0	2025.0	1443.0	1513.0	2593.0	2698.0	678.0	1212.0	1369.0	0.0	1333.0	882.0	886.0	1372.0	2922.0	2174.0	841.0	984.0	2100.0	1449.0	4704.0	1572.0	0.0	0.0	1880.0	2093.0	929.0	4040.0	552.0	1949.0	457.0	1628.0	188.0	205.0	585.0	1216.0	2271.0	949.0	349.0	645.0	1922.0	165.0	284.0	374.0	60.0	758.0	220.0	64.0	625.0	284.0	365.0	4034.0	1145.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0
dc465b42aed97d12f3532045ae90b4a9	8.0	0.0	1284.0	292.0	517.0	777.0	109.0	7025.0	235.0	1003.0	601.0	67.0	293.0	432.0	320.0	4502.0	6253.0	3068.0	2390.0	2847.0	9898.0	2884.0	1395.0	875.0	2005.0	3975.0	1846.0	620.0	418.0	4243.0	2087.0	3942.0	1520.0	0.0	0.0	2469.0	983.0	2019.0	508.0	88.0	188.0	654.0	556.0	830.0	2725.0	66.0	310.0	625.0	665.0	525.0	372.0	662.0	269.0	475.0	672.0	0.0	548.0	284.0	107.0	156.0	621.0	356.0	1302.0	217.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
1a7cfefabc4a56d614cb5d077371569e	0.0	0.0	443.0	1264.0	959.0	297.0	1132.0	0.0	989.0	262.0	341.0	99.0	880.0	298.0	228.0	811.0	237.0	240.0	149.0	349.0	0.0	208.0	311.0	211.0	117.0	411.0	177.0	84.0	1154.0	274.0	150.0	678.0	322.0	0.0	0.0	623.0	1152.0	248.0	725.0	144.0	894.0	454.0	838.0	83.0	74.0	191.0	444.0	556.0	731.0	200.0	689.0	205.0	199.0	258.0	446.0	76.0	481.0	70.0	64.0	152.0	66.0	171.0	590.0	1520.0	9510.0	7170.0	0.0	0.0	0.0	316.0	0.0	21.0	13056.0	9527.0	5735.0	525.0	4837.0	5224.0	12.0	0.0
06c39806cbc3d2180874a08cc18edf3a	0.0	0.0	347.0	971.0	863.0	257.0	958.0	63.0	696.0	230.0	287.0	86.0	576.0	227.0	198.0	544.0	172.0	172.0	90.0	250.0	0.0	192.0	231.0	177.0	110.0	344.0	151.0	107.0	847.0	231.0	151.0	573.0	267.0	0.0	0.0	440.0	883.0	176.0	547.0	110.0	633.0	360.0	749.0	66.0	63.0	149.0	319.0	509.0	733.0	184.0	692.0	151.0	214.0	253.0	398.0	72.0	428.0	55.0	87.0	116.0	102.0	192.0	458.0	1074.0	10851.0	7910.0	39.0	0.0	0.0	301.0	0.0	0.0	13593.0	9243.0	6123.0	547.0	5006.0	6100.0	0.0	40.0
6c402d4e17149a024526b5c259431376	0.0	0.0	50.0	0.0	0.0	365.0	0.0	92.0	94.0	263.0	104.0	0.0	210.0	149.0	95.0	86.0	150.0	72.0	105.0	2633.0	0.0	1416.0	101.0	0.0	77.0	1548.0	423.0	319.0	0.0	147.0	83.0	460.0	213.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4818.0	3738.0	7442.0	0.0	0.0	142.0	201.0	3968.0	4927.0	3172.0	215.0	2189.0	4789.0	5641.0	359.0	3953.0	1879.0	1377.0	1752.0	5417.0	2567.0	264.0	149.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4a62fbd58fe84112ecdd12b005694740	0.0	0.0	1115.0	220.0	372.0	606.0	104.0	5434.0	167.0	847.0	575.0	40.0	170.0	298.0	309.0	3331.0	4569.0	2334.0	1688.0	1928.0	6180.0	2371.0	1016.0	620.0	1671.0	3010.0	1420.0	545.0	287.0	3280.0	1786.0	3312.0	1252.0	9.0	0.0	1891.0	767.0	1369.0	413.0	56.0	158.0	437.0	469.0	612.0	2099.0	45.0	302.0	567.0	571.0	334.0	352.0	432.0	199.0	348.0	532.0	43.0	453.0	295.0	93.0	137.0	534.0	333.0	1153.0	130.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9b3fdb008a4371c8366002ca61fd9989	0.0	0.0	752.0	2289.0	3582.0	893.0	2375.0	108.0	1302.0	1636.0	1769.0	85.0	1787.0	1018.0	937.0	1958.0	1991.0	484.0	1005.0	1141.0	0.0	939.0	817.0	760.0	1025.0	2236.0	1492.0	526.0	736.0	1698.0	1021.0	3189.0	1158.0	0.0	0.0	1403.0	1589.0	735.0	3014.0	452.0	1390.0	320.0	1196.0	132.0	177.0	425.0	843.0	1471.0	609.0	284.0	395.0	1569.0	73.0	183.0	246.0	0.0	496.0	109.0	63.0	369.0	225.0	214.0	2713.0	931.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c08e3033d1dac57e1ac3455cbc3f64cb	21.0	0.0	0.0	0.0	0.0	295.0	0.0	118.0	69.0	224.0	112.0	32.0	167.0	111.0	99.0	88.0	108.0	0.0	84.0	1760.0	0.0	1257.0	74.0	66.0	43.0	1172.0	352.0	251.0	0.0	112.0	57.0	366.0	175.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3782.0	3125.0	6091.0	0.0	0.0	145.0	130.0	3463.0	3569.0	3156.0	148.0	1749.0	3516.0	4797.0	261.0	3357.0	1653.0	1085.0	1420.0	4232.0	2393.0	237.0	103.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2ec88c24623987c209efc1b911357d22	0.0	0.0	1248.0	578.0	154.0	1190.0	93.0	155.0	874.0	1755.0	641.0	57.0	868.0	539.0	383.0	2013.0	2969.0	2435.0	1628.0	1007.0	0.0	718.0	1305.0	558.0	922.0	1474.0	648.0	246.0	314.0	2130.0	961.0	1500.0	672.0	0.0	0.0	1360.0	699.0	1528.0	1285.0	54.0	89.0	589.0	1152.0	621.0	95.0	74.0	2502.0	624.0	864.0	1510.0	841.0	1696.0	193.0	362.0	540.0	51.0	1420.0	282.0	155.0	244.0	517.0	256.0	1818.0	1247.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
