Feature ID	Taxon	Confidence
13b83a051f93f6b7d63abcf940bd18a3	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__Lactococcus_lactis	0.9996787392462807
a036d2bc468dbae6f6a8229954fb29aa	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	0.9999875605754938
c9968a5c2ea9bfb62b690755d07ec2fa	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_fermentum	0.9999346444167742
9865cdb7e1b9caef89196b200fa73dbb	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Photobacterium; s__uncultured_gamma	0.922361824411407
8427b9229ee67fc9a2124020aa95f3ef	d__Bacteria; p__Firmicutes; c__Bacilli	0.9999566770345218
38bbf3906a1637fb81b71c3fdf9b324c	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_fermentum	0.9999749739592749
752b1c6cb1d70c1fad76a1a14b881937	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_gasseri	0.9147588350324162
975f8fab3d116fd68a19b9f64b5f3674	d__Bacteria; p__Spirochaetota; c__Brevinematia; o__Brevinematales; f__Brevinemataceae; g__Brevinema; s__uncultured_spirochete	0.9999885000419672
60efa35aa51a31f3f1b67bd5dc6504a9	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella; s__Weissella_confusa	0.9782423131501032
88c5ab996ee68fffdb10d39cb8571fc4	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	0.9973037371743918
31d11b62d810d2e3cdb17f35dde63bd8	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.9999999923285435
4e339f78530ee9514d9f254151df4280	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_plantarum	0.9998980057970853
83ef1d530422dae1712f26e5afd27924	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	0.9970996552530046
87ca2b1e82805a861a02cd8aff3bbf3d	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_fermentum	0.9999942261052436
0299a8c9e288777b575bbf2a35d885c1	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Psychrilyobacter; s__uncultured_bacterium	0.9997709576082731
2bf82f621d1625bd086e40148cd37fdb	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales	0.9672329238067254
aa158aefc9d3869aaa40209b3153b276	d__Bacteria; p__Firmicutes; c__Bacilli	0.9999329063530054
e07e2549dc021f77e307f888ad2a9526	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__uncultured_bacterium	0.948701585649807
846d9f1348f56c72b16f38de83d3b3e5	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium	0.895478882807486
ca11f032fda1bc0b892e4563fa50d891	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	0.999984396827354
9d9a2263681170a7ca938610b30d1a39	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Streptomyces_sp.	0.9991009021938757
7dc8b695f9b67ea68928eb7e295d1509	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_lutetiensis	0.9860472677534254
8914368f141f9f941da98b0cf0939c31	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	0.9972035090301421
56d84b3d014a68db76c03c46f35921bf	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_plantarum	0.9998724611238212
b3a2f5844911102f608d6b801a65e2a3	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_fermentum	0.9999529854110701
aad17cab854955ee23666c2a91c0c49f	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_fermentum	0.999989599059692
be50dcee87524c5798f4531069adf593	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9992680746993547
ca47ff5592bb4a55a1ba900b0621012a	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_phage	0.9983449274075504
